timestamp,open,high,low,close,volume
1700000000,42000.0,42004.2,41995.8,42000.0,1.8742
1700000001,42000.62,42004.82,41996.42,42000.62,7.6849
1700000002,42001.04,42005.24,41996.84,42001.04,2.988
1700000003,41999.72,42003.92,41995.52,41999.72,6.5493
1700000004,41999.65,42003.85,41995.45,41999.65,2.8889
1700000005,41999.84,42004.04,41995.64,41999.84,6.9097
1700000006,42000.84,42005.04,41996.64,42000.84,1.3362
1700000007,41999.46,42003.66,41995.26,41999.46,4.9332
1700000008,41999.28,42003.48,41995.08,41999.28,7.3938
1700000009,41991.15,41995.35,41986.95,41991.15,1.2701
1700000010,41986.61,41990.81,41982.41,41986.61,3.207
1700000011,41986.49,41990.69,41982.29,41986.49,9.1984
1700000012,41991.02,41995.22,41986.82,41991.02,9.898
1700000013,41991.89,41996.09,41987.69,41991.89,6.2007
1700000014,41993.43,41997.63,41989.23,41993.43,2.269
1700000015,41999.5,42003.7,41995.3,41999.5,9.1099
1700000016,42003.65,42007.85,41999.45,42003.65,9.5525
1700000017,42000.51,42004.71,41996.31,42000.51,7.8362
1700000018,41999.69,42003.89,41995.49,41999.69,3.9544
1700000019,41998.46,42002.66,41994.26,41998.46,1.8214
1700000020,42003.07,42007.27,41998.87,42003.07,6.9725
1700000021,41998.39,42002.59,41994.19,41998.39,8.0248
1700000022,41988.2,41992.4,41984.0,41988.2,1.4317
1700000023,41979.86,41984.06,41975.66,41979.86,2.9976
1700000024,41981.71,41985.91,41977.52,41981.71,3.2562
1700000025,41977.31,41981.51,41973.11,41977.31,3.676
1700000026,41974.26,41978.45,41970.06,41974.26,7.0682
1700000027,41969.69,41973.89,41965.49,41969.69,3.572
1700000028,41974.11,41978.31,41969.91,41974.11,7.3151
1700000029,41973.87,41978.07,41969.68,41973.87,4.5957
1700000030,41972.54,41976.74,41968.35,41972.54,0.502
1700000031,41972.91,41977.11,41968.72,41972.91,0.2272
1700000032,41969.56,41973.75,41965.36,41969.56,5.6735
1700000033,41978.77,41982.97,41974.58,41978.77,0.9502
1700000034,41985.81,41990.01,41981.61,41985.81,7.7664
1700000035,41994.42,41998.62,41990.22,41994.42,4.3378
1700000036,42001.34,42005.54,41997.14,42001.34,8.7708
1700000037,42003.32,42007.52,41999.12,42003.32,8.5807
1700000038,42007.17,42011.37,42002.97,42007.17,1.6291
1700000039,42001.5,42005.7,41997.3,42001.5,3.7432
1700000040,42001.3,42005.5,41997.1,42001.3,9.8019
1700000041,42004.58,42008.78,42000.38,42004.58,7.8936
1700000042,42005.89,42010.09,42001.69,42005.89,4.7874
1700000043,42003.69,42007.89,41999.49,42003.69,9.9717
1700000044,42007.33,42011.53,42003.13,42007.33,9.0118
1700000045,42006.79,42010.99,42002.59,42006.79,4.1711
1700000046,42002.85,42007.05,41998.65,42002.85,7.9423
1700000047,42001.97,42006.17,41997.77,42001.97,8.9643
1700000048,41996.85,42001.05,41992.65,41996.85,9.546
1700000049,42000.06,42004.26,41995.86,42000.06,4.33
1700000050,42001.56,42005.76,41997.36,42001.56,1.5296
1700000051,42002.93,42007.13,41998.73,42002.93,1.2373
1700000052,42004.2,42008.4,42000.0,42004.2,3.4002
1700000053,41999.59,42003.79,41995.39,41999.59,8.0161
1700000054,42003.2,42007.4,41999.0,42003.2,6.3371
1700000055,42003.66,42007.86,41999.46,42003.66,3.2862
1700000056,42011.56,42015.76,42007.36,42011.56,2.5854
1700000057,42013.89,42018.09,42009.69,42013.89,3.8928
1700000058,42013.32,42017.53,42009.12,42013.32,1.5954
1700000059,42022.57,42026.77,42018.37,42022.57,4.7667
1700000060,42014.23,42018.43,42010.02,42014.23,2.5788
1700000061,42013.57,42017.77,42009.37,42013.57,5.9516
1700000062,42011.73,42015.93,42007.53,42011.73,6.5602
1700000063,42009.78,42013.98,42005.58,42009.78,3.2657
1700000064,42009.45,42013.65,42005.25,42009.45,6.8717
1700000065,42014.12,42018.33,42009.92,42014.12,1.4044
1700000066,42014.82,42019.02,42010.62,42014.82,6.0787
1700000067,42010.99,42015.19,42006.79,42010.99,0.9094
1700000068,42014.16,42018.36,42009.96,42014.16,1.6782
1700000069,42012.79,42016.99,42008.58,42012.79,4.0035
1700000070,42020.92,42025.12,42016.72,42020.92,0.6467
1700000071,42015.51,42019.72,42011.31,42015.51,2.171
1700000072,42023.17,42027.37,42018.97,42023.17,6.7186
1700000073,42015.55,42019.75,42011.35,42015.55,4.2185
1700000074,42021.29,42025.49,42017.09,42021.29,8.878
1700000075,42028.51,42032.71,42024.31,42028.51,8.7629
1700000076,42022.41,42026.61,42018.21,42022.41,7.4947
1700000077,42022.99,42027.19,42018.78,42022.99,5.001
1700000078,42021.08,42025.29,42016.88,42021.08,8.521
1700000079,42021.11,42025.31,42016.91,42021.11,2.7882
1700000080,42022.07,42026.28,42017.87,42022.07,4.3977
1700000081,42025.67,42029.87,42021.47,42025.67,9.935
1700000082,42020.92,42025.12,42016.72,42020.92,8.3002
1700000083,42019.69,42023.89,42015.48,42019.69,5.0508
1700000084,42019.53,42023.73,42015.32,42019.53,5.3424
1700000085,42025.4,42029.61,42021.2,42025.4,5.8442
1700000086,42032.76,42036.97,42028.56,42032.76,9.5775
1700000087,42035.3,42039.5,42031.09,42035.3,3.2657
1700000088,42038.82,42043.02,42034.61,42038.82,4.7724
1700000089,42036.9,42041.1,42032.69,42036.9,3.8499
1700000090,42036.15,42040.35,42031.94,42036.15,8.5186
1700000091,42038.54,42042.74,42034.34,42038.54,9.0586
1700000092,42032.17,42036.38,42027.97,42032.17,1.9656
1700000093,42030.66,42034.86,42026.46,42030.66,7.2809
1700000094,42036.15,42040.35,42031.94,42036.15,3.7384
1700000095,42038.05,42042.25,42033.84,42038.05,0.3882
1700000096,42038.92,42043.13,42034.72,42038.92,8.7771
1700000097,42033.63,42037.84,42029.43,42033.63,2.3833
1700000098,42028.48,42032.68,42024.27,42028.48,8.5925
1700000099,42028.03,42032.23,42023.82,42028.03,8.7238
1700000100,42031.48,42035.69,42027.28,42031.48,2.5898
1700000101,42036.93,42041.13,42032.73,42036.93,5.7375
1700000102,42039.02,42043.22,42034.82,42039.02,2.8623
1700000103,42050.05,42054.26,42045.85,42050.05,6.2989
1700000104,42048.64,42052.84,42044.43,42048.64,5.9459
1700000105,42047.86,42052.07,42043.66,42047.86,1.6737
1700000106,42061.04,42065.25,42056.84,42061.04,5.6525
1700000107,42060.86,42065.07,42056.66,42060.86,9.7835
1700000108,42055.42,42059.62,42051.21,42055.42,3.8283
1700000109,42055.92,42060.12,42051.71,42055.92,5.6444
1700000110,42048.96,42053.17,42044.76,42048.96,9.3809
1700000111,42054.38,42058.59,42050.18,42054.38,6.1549
1700000112,42050.6,42054.8,42046.39,42050.6,8.163
1700000113,42049.38,42053.59,42045.18,42049.38,2.1074
1700000114,42042.14,42046.35,42037.94,42042.14,7.3184
1700000115,42040.75,42044.95,42036.54,42040.75,1.9291
1700000116,42040.03,42044.23,42035.82,42040.03,1.8121
1700000117,42044.62,42048.82,42040.41,42044.62,4.8503
1700000118,42052.14,42056.35,42047.94,42052.14,1.1289
1700000119,42053.92,42058.13,42049.72,42053.92,8.4377
1700000120,42060.41,42064.61,42056.2,42060.41,6.7184
1700000121,42074.02,42078.22,42069.81,42074.02,7.1154
1700000122,42073.0,42077.21,42068.79,42073.0,8.0513
1700000123,42067.57,42071.77,42063.36,42067.57,8.2857
1700000124,42070.71,42074.91,42066.5,42070.71,4.904
1700000125,42068.88,42073.09,42064.68,42068.88,0.2649
1700000126,42062.05,42066.25,42057.84,42062.05,1.5374
1700000127,42064.19,42068.39,42059.98,42064.19,4.7631
1700000128,42065.47,42069.68,42061.26,42065.47,5.7711
1700000129,42073.47,42077.68,42069.27,42073.47,6.8008
1700000130,42072.71,42076.92,42068.51,42072.71,0.4261
1700000131,42069.85,42074.05,42065.64,42069.85,2.6952
1700000132,42072.53,42076.74,42068.32,42072.53,0.7092
1700000133,42074.14,42078.35,42069.93,42074.14,8.3542
1700000134,42076.95,42081.15,42072.74,42076.95,5.7073
