timestamp,open,high,low,close,volume
1700000000,42000.0,42004.2,41995.8,42000.0,5.2788
1700000001,41999.09,42003.29,41994.89,41999.09,9.6489
1700000002,41998.0,42002.2,41993.8,41998.0,8.7941
1700000003,41997.2,42001.4,41993.0,41997.2,1.0265
1700000004,41987.77,41991.97,41983.57,41987.77,1.4416
1700000005,41986.4,41990.6,41982.2,41986.4,0.5745
1700000006,41987.13,41991.33,41982.93,41987.13,0.3032
1700000007,41991.27,41995.46,41987.07,41991.27,7.9275
1700000008,41991.96,41996.16,41987.76,41991.96,4.2777
1700000009,41993.51,41997.71,41989.31,41993.51,1.0959
1700000010,42001.77,42005.97,41997.57,42001.77,3.7297
1700000011,42005.12,42009.32,42000.92,42005.12,4.2767
1700000012,41995.96,42000.16,41991.76,41995.96,2.7134
1700000013,42001.47,42005.67,41997.27,42001.47,2.6137
1700000014,41999.95,42004.15,41995.75,41999.95,2.2807
1700000015,42004.88,42009.08,42000.68,42004.88,7.3003
1700000016,41997.86,42002.06,41993.66,41997.86,7.8782
1700000017,41981.36,41985.56,41977.16,41981.36,9.707
1700000018,41977.54,41981.74,41973.34,41977.54,3.3342
1700000019,41981.72,41985.92,41977.52,41981.72,9.8671
1700000020,41974.04,41978.24,41969.85,41974.04,5.0946
1700000021,41973.5,41977.7,41969.3,41973.5,7.7652
1700000022,41971.65,41975.85,41967.45,41971.65,9.4428
1700000023,41975.67,41979.87,41971.47,41975.67,5.2336
1700000024,41977.87,41982.07,41973.67,41977.87,4.4157
1700000025,41973.92,41978.12,41969.73,41973.92,6.5814
1700000026,41969.41,41973.6,41965.21,41969.41,4.2075
1700000027,41967.83,41972.03,41963.64,41967.83,9.5438
1700000028,41982.54,41986.74,41978.34,41982.54,8.931
1700000029,41987.38,41991.58,41983.18,41987.38,2.9628
1700000030,41996.33,42000.53,41992.13,41996.33,0.1618
1700000031,42005.32,42009.52,42001.12,42005.32,4.5826
1700000032,42004.72,42008.92,42000.52,42004.72,9.4621
1700000033,42010.73,42014.93,42006.53,42010.73,7.6157
1700000034,42001.63,42005.83,41997.43,42001.63,5.5726
1700000035,41999.64,42003.84,41995.44,41999.64,8.8439
1700000036,42004.2,42008.4,42000.0,42004.2,0.7732
1700000037,42008.11,42012.31,42003.91,42008.11,6.3964
1700000038,42004.27,42008.47,42000.07,42004.27,7.9989
1700000039,42010.27,42014.47,42006.07,42010.27,3.6657
1700000040,42006.7,42010.9,42002.49,42006.7,1.3987
1700000041,42002.14,42006.34,41997.94,42002.14,8.8646
1700000042,42000.29,42004.49,41996.09,42000.29,3.5977
1700000043,41996.71,42000.91,41992.51,41996.71,0.5273
1700000044,41999.33,42003.53,41995.13,41999.33,2.4449
1700000045,42000.98,42005.18,41996.78,42000.98,8.4557
1700000046,42002.03,42006.23,41997.83,42002.03,1.7552
1700000047,42003.76,42007.96,41999.56,42003.76,0.5031
1700000048,41997.39,42001.59,41993.19,41997.39,6.0358
1700000049,42005.12,42009.32,42000.92,42005.12,7.3404
1700000050,42004.93,42009.13,42000.73,42004.93,9.745
1700000051,42014.97,42019.17,42010.77,42014.97,8.4897
1700000052,42015.69,42019.89,42011.49,42015.69,6.6529
1700000053,42014.74,42018.94,42010.54,42014.74,9.9434
1700000054,42023.71,42027.91,42019.51,42023.71,6.9667
1700000055,42008.73,42012.93,42004.53,42008.73,4.8475
1700000056,42013.21,42017.42,42009.01,42013.21,3.1081
1700000057,42009.26,42013.46,42005.06,42009.26,2.9169
1700000058,42009.25,42013.45,42005.04,42009.25,4.1809
1700000059,42006.55,42010.75,42002.35,42006.55,3.9719
1700000060,42015.13,42019.33,42010.93,42015.13,2.2906
1700000061,42015.75,42019.95,42011.55,42015.75,8.3039
1700000062,42007.92,42012.12,42003.72,42007.92,4.2001
1700000063,42013.5,42017.7,42009.3,42013.5,4.5383
1700000064,42013.52,42017.72,42009.32,42013.52,6.6418
1700000065,42022.13,42026.33,42017.93,42022.13,6.2196
1700000066,42013.91,42018.11,42009.71,42013.91,4.4963
1700000067,42024.91,42029.12,42020.71,42024.91,1.7976
1700000068,42014.32,42018.52,42010.12,42014.32,4.6893
1700000069,42023.98,42028.19,42019.78,42023.98,3.8545
1700000070,42028.47,42032.68,42024.27,42028.47,0.3975
1700000071,42020.61,42024.81,42016.4,42020.61,4.0458
1700000072,42021.84,42026.04,42017.63,42021.84,9.5911
1700000073,42017.99,42022.19,42013.78,42017.99,5.3149
1700000074,42020.0,42024.21,42015.8,42020.0,4.9138
1700000075,42021.65,42025.85,42017.45,42021.65,6.0329
1700000076,42026.84,42031.05,42022.64,42026.84,9.5585
1700000077,42019.8,42024.0,42015.6,42019.8,2.7871
1700000078,42022.69,42026.89,42018.48,42022.69,7.6338
1700000079,42018.27,42022.47,42014.07,42018.27,4.0881
1700000080,42025.42,42029.62,42021.21,42025.42,6.1201
1700000081,42033.45,42037.65,42029.24,42033.45,9.3972
1700000082,42037.29,42041.49,42033.09,42037.29,6.7991
1700000083,42038.83,42043.03,42034.62,42038.83,0.6564
1700000084,42036.96,42041.16,42032.76,42036.96,9.0422
1700000085,42037.71,42041.91,42033.5,42037.71,8.4489
1700000086,42040.98,42045.19,42036.78,42040.98,5.6028
1700000087,42030.1,42034.3,42025.89,42030.1,6.4116
1700000088,42031.98,42036.19,42027.78,42031.98,8.2111
1700000089,42037.48,42041.68,42033.27,42037.48,2.5261
1700000090,42041.31,42045.51,42037.1,42041.31,2.6455
1700000091,42040.07,42044.27,42035.87,42040.07,2.1997
1700000092,42030.72,42034.92,42026.51,42030.72,8.8235
1700000093,42026.02,42030.22,42021.82,42026.02,7.7133
1700000094,42029.32,42033.52,42025.11,42029.32,7.3998
1700000095,42031.84,42036.04,42027.64,42031.84,2.3756
1700000096,42038.24,42042.44,42034.04,42038.24,0.2166
1700000097,42038.26,42042.46,42034.05,42038.26,8.3188
1700000098,42052.55,42056.75,42048.34,42052.55,2.1657
1700000099,42050.61,42054.82,42046.41,42050.61,9.096
1700000100,42049.98,42054.19,42045.78,42049.98,3.8533
1700000101,42064.12,42068.32,42059.91,42064.12,7.5098
1700000102,42061.33,42065.53,42057.12,42061.33,3.7127
1700000103,42056.97,42061.17,42052.76,42056.97,5.0476
